#---it-------t---------dt-------urms-------umax-------epsK-------orms--------oum-------omumz------rhom--------brms---------TT2m--------Rmesh---
  11800     27.349  2.34E-03  9.576E-02  3.414E-01  5.426E-02  5.116E-01  2.777E-02  1.118E-04  6.504E+01  7.04683E-07  8.94030E+00  2.666E+00
  11900     27.584  2.36E-03  9.521E-02  3.224E-01  5.395E-02  5.100E-01  2.724E-02  1.118E-04  6.504E+01  7.02599E-07  8.94000E+00  2.648E+00
  12000     27.819  2.34E-03  9.627E-02  3.212E-01  5.502E-02  5.160E-01  2.826E-02  1.106E-04  6.504E+01  7.00717E-07  8.94023E+00  2.668E+00
  12100     28.053  2.35E-03  9.650E-02  3.126E-01  5.554E-02  5.173E-01  2.841E-02  1.106E-04  6.504E+01  6.98941E-07  8.94140E+00  2.658E+00
  12200     28.289  2.35E-03  9.606E-02  3.221E-01  5.476E-02  5.154E-01  2.790E-02  9.623E-05  6.504E+01  6.97201E-07  8.94326E+00  2.658E+00
  12300     28.524  2.36E-03  9.603E-02  3.237E-01  5.483E-02  5.156E-01  2.780E-02  9.623E-05  6.504E+01  6.95406E-07  8.94590E+00  2.653E+00
  12400     28.760  2.36E-03  9.605E-02  2.933E-01  5.477E-02  5.155E-01  2.779E-02  8.387E-05  6.504E+01  6.93752E-07  8.94908E+00  2.652E+00
  12500     28.994  2.33E-03  9.590E-02  2.847E-01  5.469E-02  5.141E-01  2.749E-02  8.387E-05  6.504E+01  6.92095E-07  8.95102E+00  2.683E+00
  12600     29.228  2.34E-03  9.570E-02  2.841E-01  5.453E-02  5.120E-01  2.719E-02  8.401E-05  6.504E+01  6.90231E-07  8.95122E+00  2.669E+00
  12700     29.463  2.34E-03  9.542E-02  2.925E-01  5.424E-02  5.102E-01  2.701E-02  8.401E-05  6.504E+01  6.88283E-07  8.95121E+00  2.668E+00
  12800     29.697  2.35E-03  9.586E-02  3.139E-01  5.466E-02  5.112E-01  2.736E-02  7.982E-05  6.504E+01  6.86288E-07  8.95112E+00  2.664E+00
  12900     29.932  2.35E-03  9.548E-02  2.937E-01  5.439E-02  5.096E-01  2.707E-02  7.982E-05  6.504E+01  6.84339E-07  8.95058E+00  2.658E+00
  13000     30.168  2.36E-03  9.564E-02  3.279E-01  5.421E-02  5.097E-01  2.730E-02  7.311E-05  6.504E+01  6.82464E-07  8.94958E+00  2.650E+00
  13100     30.403  2.35E-03  9.572E-02  3.228E-01  5.438E-02  5.102E-01  2.740E-02  7.311E-05  6.504E+01  6.80717E-07  8.94922E+00  2.657E+00
  13200     30.638  2.34E-03  9.580E-02  3.049E-01  5.477E-02  5.113E-01  2.757E-02  7.285E-05  6.504E+01  6.79085E-07  8.94915E+00  2.673E+00
  13300     30.872  2.34E-03  9.577E-02  3.085E-01  5.494E-02  5.123E-01  2.758E-02  7.285E-05  6.504E+01  6.77333E-07  8.95000E+00  2.672E+00
  13400     31.106  2.34E-03  9.629E-02  3.258E-01  5.502E-02  5.144E-01  2.800E-02  9.485E-05  6.504E+01  6.75775E-07  8.95264E+00  2.669E+00
  13500     31.341  2.34E-03  9.615E-02  3.042E-01  5.483E-02  5.135E-01  2.796E-02  9.485E-05  6.504E+01  6.74314E-07  8.95495E+00  2.667E+00
  13600     31.575  2.34E-03  9.683E-02  2.990E-01  5.582E-02  5.178E-01  2.874E-02  1.037E-04  6.504E+01  6.72898E-07  8.95654E+00  2.675E+00
  13700     31.808  2.32E-03  9.589E-02  3.106E-01  5.437E-02  5.135E-01  2.781E-02  1.037E-04  6.504E+01  6.71632E-07  8.95654E+00  2.695E+00
  13800     32.041  2.34E-03  9.561E-02  3.153E-01  5.376E-02  5.102E-01  2.743E-02  1.104E-04  6.504E+01  6.70266E-07  8.95490E+00  2.670E+00
  13900     32.276  2.35E-03  9.557E-02  3.006E-01  5.371E-02  5.100E-01  2.757E-02  1.104E-04  6.504E+01  6.68822E-07  8.95256E+00  2.661E+00
  14000     32.511  2.35E-03  9.529E-02  3.160E-01  5.316E-02  5.086E-01  2.728E-02  1.347E-04  6.504E+01  6.67205E-07  8.95019E+00  2.658E+00
  14100     32.745  2.34E-03  9.553E-02  3.155E-01  5.343E-02  5.086E-01  2.742E-02  1.347E-04  6.504E+01  6.65654E-07  8.94817E+00  2.668E+00
  14200     32.981  2.36E-03  9.468E-02  2.974E-01  5.254E-02  5.040E-01  2.674E-02  1.375E-04  6.504E+01  6.64218E-07  8.94614E+00  2.652E+00
  14300     33.216  2.35E-03  9.514E-02  2.989E-01  5.343E-02  5.077E-01  2.728E-02  1.375E-04  6.504E+01  6.62787E-07  8.94431E+00  2.666E+00
  14400     33.450  2.35E-03  9.507E-02  3.018E-01  5.345E-02  5.079E-01  2.723E-02  1.350E-04  6.504E+01  6.61264E-07  8.94318E+00  2.666E+00
  14500     33.684  2.35E-03  9.512E-02  3.084E-01  5.312E-02  5.071E-01  2.728E-02  1.350E-04  6.504E+01  6.59601E-07  8.94301E+00  2.661E+00
